"Choice","A_follower_count","A_following_count","A_listed_count","A_mentions_received","A_retweets_received","A_mentions_sent","A_retweets_sent","A_posts"       ,"A_network_feature_1","A_network_feature_2","A_network_feature_3","B_follower_count","B_following_count","B_listed_count","B_mentions_received","B_retweets_received","B_mentions_sent","B_retweets_sent","B_posts"       ,"B_network_feature_1","B_network_feature_2","B_network_feature_3"
0       ,127               ,36                 ,2               ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.34437519001" ,0                    ,"0.0"                ,"0.0"                ,132100            ,56571              ,1780            ,"388.210787203"      ,"13.7901207488"      ,"25.9219139652"  ,"0.341936471695" ,"17.5938470236" ,804                  ,"271.116707617"      ,"12786.2518428"
1       ,9450              ,1511               ,470             ,"28.3421055161"      ,"5.88013836601"      ,"7.4443449145"   ,"1.10168995508"  ,"6.08306510004" ,113                  ,"100.088495575"      ,"1885.67256637"      ,3525              ,3115               ,131             ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",0                    ,"0.0"                ,"0.0"
1       ,65264             ,956                ,2672            ,"226.763549906"      ,"72.1454053207"      ,"3.78166453239"  ,"2.04793724216"  ,"3.0637191965"  ,887                  ,"68.7081930415"      ,"1766.30751964"      ,614689            ,400                ,5729            ,"199.618296223"      ,"67.8124694734"      ,"9.36619224194"  ,"0.359533601106" ,"4.09448755266" ,669                  ,"39.1937406855"      ,"2565.61251863"
0       ,286               ,185                ,14              ,"0.341936471695"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",1                    ,"17.0"               ,"291.0"              ,1937              ,1498               ,60              ,"4.37045039626"      ,"0.341936471695"     ,"1.74507208828"  ,"0.334765666801" ,"0.57139426101" ,17                   ,"38.3529411765"      ,"1007.41176471"
0       ,127               ,36                 ,2               ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.34437519001" ,0                    ,"0.0"                ,"0.0"                ,10270             ,5625               ,608             ,"74.5379654876"      ,"34.7487061203"      ,"0.100503358535" ,"0.100503358535" ,"3.31864525418" ,226                  ,"73.3744493392"      ,"4133.12334802"
0       ,57840             ,27137              ,5245            ,"271.759860328"      ,"35.9558041591"      ,"13.0793877781"  ,"0.100503358535" ,"12.6428812457" ,890                  ,"294.170731707"      ,"8733.9767184"       ,186557            ,90762              ,3166            ,"489.106378736"      ,"75.7688776728"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",764                  ,"309.220492866"      ,"20356.0155642"
0       ,60                ,146                ,0               ,"0.35694329868"      ,"0.100503358535"     ,"0.339522140564" ,"0.100503358535" ,"1.11922933537" ,1                    ,"172.0"              ,"4592.0"             ,1043              ,81                 ,40              ,"2.71828133782"      ,"0.932457738124"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",10                   ,"21.5"               ,"1412.3"
0       ,24437             ,279                ,52              ,"12.3557961024"      ,"7.14426675627"      ,"2.13576731162"  ,"0.599382241421" ,"4.66636477511" ,50                   ,"117.098039216"      ,"6075.88235294"      ,405315            ,128127             ,6688            ,"131.597627554"      ,"23.4538713842"      ,"7.38161250358"  ,"0.100503358535" ,"7.40641623293" ,568                  ,"231.589160839"      ,"9587.66958042"
0       ,44                ,79                 ,1               ,"0.576871582486"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",2                    ,"33.5"               ,"629.0"              ,11147             ,1500               ,474             ,"40.5925124122"      ,"5.92300880671"      ,"19.6480644548"  ,"1.86176520715"  ,"12.2610292136" ,128                  ,"107.431818182"      ,"2481.13636364"
1       ,392738            ,9364               ,3354            ,"258.523923974"      ,"124.471540448"      ,"7.4713396256"   ,"0.595962080709" ,"10.999133619"  ,973                  ,"41.0162107396"      ,"3042.89260385"      ,6231              ,555                ,479             ,"67.5773826332"      ,"26.9239905484"      ,"1.83326781685"  ,"0.346838541843" ,"4.7740507894"  ,230                  ,"209.729613734"      ,"5612.39484979"
1       ,807               ,1566               ,45              ,"0.509799926292"     ,"0.100503358535"     ,"0.334765666801" ,"0.100503358535" ,"0.601724864503",2                    ,"238.5"              ,"3867.5"             ,5589              ,1495               ,159             ,"28.5860925161"      ,"12.5609082766"      ,"1.89930848925"  ,"0.85771908688"  ,"7.67082615534" ,96                   ,"22.5208333333"      ,"1018.375"
1       ,206818            ,15196              ,2513            ,"15.2101079964"      ,"4.31465898754"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",69                   ,"321.188405797"      ,"17454.115942"       ,1834007           ,773                ,30622           ,"1674.26690878"      ,"388.426427249"      ,"29.3318518028"  ,"7.30829344579"  ,"17.6597096249" ,6261                 ,"53.22601447"        ,"2662.89477823"
1       ,127               ,106                ,4               ,"1.09377244313"      ,"0.100503358535"     ,"0.367462556237" ,"0.100503358535" ,"0.623902496382",5                    ,"105.4"              ,"1190.0"             ,3200              ,3256               ,146             ,"0.290192078012"     ,"0.100503358535"     ,"0.362150068203" ,"0.100503358535" ,"0.362150068203",1                    ,"0.0"                ,"11.0"
0       ,127               ,36                 ,2               ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.34437519001" ,0                    ,"0.0"                ,"0.0"                ,1043              ,81                 ,40              ,"2.71828133782"      ,"0.932457738124"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",10                   ,"21.5"               ,"1412.3"
0       ,191787            ,1                  ,6429            ,"42.8943399624"      ,"5.85558509662"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",196                  ,"70.7360406091"      ,"8916.76142132"      ,8464              ,307                ,399             ,"13.7289235514"      ,"2.90384400997"      ,"6.66520667361"  ,"1.12215110434"  ,"3.59812268708" ,39                   ,"76.1794871795"      ,"2263.76923077"
1       ,3501              ,1149               ,147             ,"20.9572333035"      ,"3.98611903531"      ,"7.45947413547"  ,"0.332423043719" ,"8.54784212221" ,76                   ,"112.545454545"      ,"1956.42857143"      ,171               ,207                ,3               ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",0                    ,"0.0"                ,"0.0"
0       ,21                ,193                ,0               ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.351840143871",0                    ,"0.0"                ,"0.0"                ,15002             ,1945               ,670             ,"98.5074168407"      ,"20.957708926"       ,"25.6464141098"  ,"0.83950890846"  ,"23.3514624082" ,350                  ,"83.4039548023"      ,"3133.56214689"
0       ,488750            ,320                ,3673            ,"1207.19007707"      ,"599.721600029"      ,"0.842022024976" ,"0.593198607493" ,"7.04473454517" ,3918                 ,"7.85981781377"      ,"637.983299595"      ,804394            ,1370               ,15143           ,"6881.48299573"      ,"5013.64229512"      ,"22.683131263"   ,"2.38553797354"  ,"18.4209811988" ,23958                ,"21.3249876868"      ,"1413.82539813"
1       ,96531             ,87                 ,363             ,"81.5617342573"      ,"43.3214649545"      ,"6.59024510976"  ,"2.3391332378"   ,"12.0896446122" ,296                  ,"9.20875420875"      ,"2112.07407407"      ,39262             ,848                ,1610            ,"40.4950207027"      ,"8.9436069153"       ,"3.22767690032"  ,"0.564342728903" ,"1.07032070863" ,163                  ,"132.030674847"      ,"2931.51533742"
1       ,132100            ,56571              ,1780            ,"388.210787203"      ,"13.7901207488"      ,"25.9219139652"  ,"0.341936471695" ,"17.5938470236" ,804                  ,"271.116707617"      ,"12786.2518428"      ,85138             ,67047              ,5103            ,"150.340456123"      ,"68.1173657547"      ,"5.48034897405"  ,"0.100503358535" ,"71.8792737542" ,568                  ,"205.883275261"      ,"9580.39547038"
1       ,98788             ,2354               ,5610            ,"385.79535532"       ,"172.183430066"      ,"8.3611127573"   ,"5.09220072691"  ,"10.7774189865" ,1330                 ,"61.6397331357"      ,"2080.33358043"      ,112               ,243                ,5               ,"1.4451735361"       ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.603176929208",5                    ,"96.6"               ,"1414.2"
1       ,21502             ,299                ,965             ,"24.3540810811"      ,"1.90819900353"      ,"1.73331164715"  ,"0.100503358535" ,"1.03286734544" ,107                  ,"69.6074766355"      ,"1636.80373832"      ,17443             ,12823              ,1752            ,"7.70944537414"      ,"0.789581288054"     ,"0.798605037169" ,"0.100503358535" ,"2.45753976389" ,30                   ,"166.966666667"      ,"7551.5"
1       ,232753            ,320                ,7919            ,"175.264776264"      ,"100.480819758"      ,"3.1084904768"   ,"1.61471682509"  ,"4.401918701"   ,679                  ,"47.0969162996"      ,"2374.15565345"      ,279               ,40                 ,15              ,"0.294043527372"     ,"0.294043527372"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",1                    ,"1.0"                ,"37.0"
1       ,67736             ,30523              ,1948            ,"48.7654171991"      ,"14.0291133209"      ,"12.2462332026"  ,"0.100503358535" ,"9.00010370921" ,190                  ,"153.703125"         ,"4391.67708333"      ,3764              ,703                ,222             ,"5.2706205371"       ,"1.6011585692"       ,"2.33833256056"  ,"0.100503358535" ,"1.59653867023" ,18                   ,"139.444444444"      ,"4573.88888889"
1       ,102116            ,293                ,970             ,"1729.45163398"      ,"763.659739323"      ,"30.8299766589"  ,"8.56836692169"  ,"93.3115713274" ,4067                 ,"12.3102694829"      ,"1636.37970381"      ,676               ,243                ,43              ,"1.98253086255"      ,"1.36064061784"      ,"0.100503358535" ,"0.100503358535" ,"36.4016397161" ,6                    ,"4.66666666667"      ,"269.5"
1       ,739581            ,10723              ,1279            ,"102.026750104"      ,"96.7713185484"      ,"1.53732181604"  ,"1.05435803853"  ,"3.46775398195" ,432                  ,"11.1916859122"      ,"966.193995381"      ,58090             ,6                  ,2963            ,"98.9542408593"      ,"27.7975963377"      ,"0.796262414086" ,"0.332423043719" ,"0.332423043719",430                  ,"241.68045977"       ,"8490.30114943"
0       ,20542             ,635                ,142             ,"10.99055651"        ,"1.45465674427"      ,"1.09579702847"  ,"0.598150193501" ,"2.07771803393" ,40                   ,"35.4523809524"      ,"2758.52380952"      ,143101            ,128686             ,8742            ,"874.212873202"      ,"347.630667262"      ,"4.49847061965"  ,"0.100503358535" ,"34.9779777238" ,2767                 ,"105.734781061"      ,"5276.96262015"
0       ,364               ,62                 ,10              ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",0                    ,"0.0"                ,"0.0"                ,10581             ,950                ,384             ,"24.0755977486"      ,"3.23620483731"      ,"2.33121751277"  ,"1.09124763209"  ,"1.80142218577" ,105                  ,"175.056603774"      ,"8119.00943396"
1       ,1404323           ,563                ,20057           ,"967.720641729"      ,"579.431127684"      ,"4.47379849183"  ,"0.805680232136" ,"6.24180594033" ,4027                 ,"57.6438389197"      ,"3201.29370629"      ,254               ,534                ,1               ,"3.45364851658"      ,"0.277305640849"     ,"0.810484751088" ,"0.341936471695" ,"1.27666674454" ,12                   ,"6.75"               ,"573.916666667"
0       ,3914              ,1439               ,165             ,"2.4042122036"       ,"1.16194602972"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",9                    ,"18.7777777778"      ,"899.0"              ,804394            ,1370               ,15143           ,"6881.48299573"      ,"5013.64229512"      ,"22.683131263"   ,"2.38553797354"  ,"18.4209811988" ,23958                ,"21.3249876868"      ,"1413.82539813"
0       ,3722              ,285                ,103             ,"17.1484351254"      ,"2.71753222201"      ,"5.87896379302"  ,"0.610818839424" ,"3.58359551723" ,61                   ,"79.4032258065"      ,"5921.35483871"      ,828774            ,904                ,13109           ,"374.369869253"      ,"95.2745611912"      ,"2.57321391025"  ,"1.58739658919"  ,"2.31418366768" ,1539                 ,"53.4888035829"      ,"3771.86308381"
0       ,19562             ,17637              ,278             ,"572.874855518"      ,"390.2936809"        ,"27.5520404128"  ,"7.16755674559"  ,"32.1019061639" ,1762                 ,"23.4692957746"      ,"1395.8456338"       ,182598            ,1402               ,3831            ,"145.844909693"      ,"74.002957632"       ,"23.5491892963"  ,"0.100503358535" ,"15.9532425551" ,567                  ,"276.496515679"      ,"8038.06620209"
1       ,53417             ,237                ,4148            ,"283.323968901"      ,"75.7856985315"      ,"8.63332892681"  ,"1.53976349055"  ,"6.67529617625" ,1085                 ,"113.76"             ,"3227.91272727"      ,1177              ,717                ,50              ,"0.568941811639"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",2                    ,"146.0"              ,"4055.0"
1       ,3722              ,285                ,103             ,"17.1484351254"      ,"2.71753222201"      ,"5.87896379302"  ,"0.610818839424" ,"3.58359551723" ,61                   ,"79.4032258065"      ,"5921.35483871"      ,98788             ,2354               ,5610            ,"385.79535532"       ,"172.183430066"      ,"8.3611127573"   ,"5.09220072691"  ,"10.7774189865" ,1330                 ,"61.6397331357"      ,"2080.33358043"
0       ,2696              ,1718               ,20              ,"4.23705175388"      ,"0.321056671521"     ,"0.586102452138" ,"0.100503358535" ,"0.837439237474",18                   ,"84.9444444444"      ,"2656.88888889"      ,219               ,148                ,8               ,"0.758307370817"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",3                    ,"205.0"              ,"3922.66666667"
1       ,1796718           ,284                ,14765           ,"2149.65260351"      ,"140.393090952"      ,"1.08900452618"  ,"0.100503358535" ,"2.31149545512" ,6986                 ,"44.9272160861"      ,"2155.68819031"      ,6085071           ,67                 ,30758           ,"10357.2451628"      ,"5215.95304747"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",32871                ,"10.018526278"       ,"930.152699629"
1       ,2964              ,1074               ,227             ,"2.18318230808"      ,"0.766326554087"     ,"1.54254199631"  ,"0.100503358535" ,"1.31062231113" ,7                    ,"119.714285714"      ,"39101.4285714"      ,27165             ,105                ,1065            ,"147.246137532"      ,"40.5368056827"      ,"11.0114422456"  ,"0.100503358535" ,"10.5423688839" ,507                  ,"72.5611650485"      ,"1586.44466019"
1       ,21591             ,1179               ,228             ,"90.4565058494"      ,"25.7982917525"      ,"5.70932864827"  ,"1.11115882218"  ,"5.17662002447" ,369                  ,"18.4429708223"      ,"1330.36604775"      ,33669             ,29327              ,883             ,"128.414854027"      ,"23.9196306635"      ,"6.5562550178"   ,"0.339522140564" ,"12.2922053818" ,228                  ,"72.7792207792"      ,"3492.19480519"
1       ,1433              ,249                ,113             ,"0.339522140564"     ,"0.100503358535"     ,"0.359533601106" ,"0.100503358535" ,"0.867284682594",1                    ,"0.0"                ,"0.0"                ,11147             ,1500               ,474             ,"40.5925124122"      ,"5.92300880671"      ,"19.6480644548"  ,"1.86176520715"  ,"12.2610292136" ,128                  ,"107.431818182"      ,"2481.13636364"
0       ,750               ,997                ,29              ,"2.29246451263"      ,"0.312365990981"     ,"5.135357861"    ,"2.03245873951"  ,"4.4231557936"  ,11                   ,"192.363636364"      ,"3855.72727273"      ,126738            ,779                ,4115            ,"171.819555176"      ,"37.2942852658"      ,"4.41132266395"  ,"1.53022249247"  ,"4.20288258489" ,690                  ,"126.044159544"      ,"3627.96866097"
0       ,60                ,146                ,0               ,"0.35694329868"      ,"0.100503358535"     ,"0.339522140564" ,"0.100503358535" ,"1.11922933537" ,1                    ,"172.0"              ,"4592.0"             ,32342             ,2622               ,1061            ,"64.641881773"       ,"21.4921308523"      ,"22.2502876588"  ,"0.583369584856" ,"27.5128375473" ,271                  ,"184.297794118"      ,"7245.23161765"
1       ,47006             ,7814               ,3646            ,"80.4245750861"      ,"23.2592549278"      ,"4.50235113101"  ,"0.100503358535" ,"5.52749826568" ,312                  ,"199.39556962"       ,"4093.15822785"      ,119001            ,119704             ,2266            ,"63.6032615837"      ,"17.010681516"       ,"11.2328519009"  ,"0.100503358535" ,"6.62889672446" ,206                  ,"167.913043478"      ,"6161.9178744"
1       ,1834007           ,773                ,30622           ,"1674.26690878"      ,"388.426427249"      ,"29.3318518028"  ,"7.30829344579"  ,"17.6597096249" ,6261                 ,"53.22601447"        ,"2662.89477823"      ,96531             ,87                 ,363             ,"81.5617342573"      ,"43.3214649545"      ,"6.59024510976"  ,"2.3391332378"   ,"12.0896446122" ,296                  ,"9.20875420875"      ,"2112.07407407"
0       ,3302480           ,550744             ,20006           ,"936.636126376"      ,"206.101772388"      ,"41.3171893605"  ,"0.595962080709" ,"42.8137044787" ,3691                 ,"69.1508724832"      ,"3456.09610738"      ,25360             ,20872              ,461             ,"1.48259322545"      ,"0.716815998035"     ,"1.08365421195"  ,"1.08365421195"  ,"2.53274438183" ,7                    ,"228.571428571"      ,"9940.71428571"
0       ,3722              ,285                ,103             ,"17.1484351254"      ,"2.71753222201"      ,"5.87896379302"  ,"0.610818839424" ,"3.58359551723" ,61                   ,"79.4032258065"      ,"5921.35483871"      ,11147             ,1500               ,474             ,"40.5925124122"      ,"5.92300880671"      ,"19.6480644548"  ,"1.86176520715"  ,"12.2610292136" ,128                  ,"107.431818182"      ,"2481.13636364"
1       ,2256591           ,735                ,22670           ,"488.964332631"      ,"211.425789685"      ,"0.865711164193" ,"0.36479296426"  ,"0.847756741777",1917                 ,"41.4878301398"      ,"3843.37648887"      ,38                ,0                  ,0               ,"0.100503358535"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"0.346838541843",0                    ,"0.0"                ,"0.0"
1       ,71597             ,44262              ,1437            ,"10.4035634589"      ,"3.36535463966"      ,"0.591205606947" ,"0.100503358535" ,"5.0745674068"  ,47                   ,"72.1063829787"      ,"2146.89361702"      ,7157              ,73                 ,82              ,"8.6914320942"       ,"2.64213200832"      ,"0.346838541843" ,"0.100503358535" ,"2.5939236841"  ,31                   ,"29.4838709677"      ,"4767.29032258"
0       ,95                ,120                ,3               ,"0.35694329868"      ,"0.100503358535"     ,"0.35694329868"  ,"0.35694329868"  ,"0.35694329868" ,1                    ,"0.0"                ,"0.0"                ,177796            ,0                  ,6870            ,"9.1483841077"       ,"5.32269459265"      ,"0.100503358535" ,"0.100503358535" ,"0.100503358535",42                   ,"66.619047619"       ,"1681.23809524"
1       ,1205166           ,3329               ,378             ,"55.7950098681"      ,"24.7160051856"      ,"1.55777924808"  ,"0.334765666801" ,"2.51153637688" ,177                  ,"55.4833333333"      ,"62386.9166667"      ,2470              ,357                ,119             ,"1.12647413045"      ,"0.323284482763"     ,"0.337131952744" ,"0.337131952744" ,"0.596162195315",5                    ,"60.6"               ,"1983.0"
1       ,405315            ,128127             ,6688            ,"131.597627554"      ,"23.4538713842"      ,"7.38161250358"  ,"0.100503358535" ,"7.40641623293" ,568                  ,"231.589160839"      ,"9587.66958042"      ,1352348           ,331                ,15647           ,"19129.8486618"      ,"14552.7339915"      ,"2.06541803294"  ,"0.580955253724" ,"16.2815024995" ,52580                ,"3.09244769678"      ,"597.563636364"
0       ,444               ,155                ,14              ,"0.100503358535"     ,"0.100503358535"     ,"0.349326776018" ,"0.100503358535" ,"0.349326776018",0                    ,"0.0"                ,"0.0"                ,125512            ,13701              ,10873           ,"267.703832628"      ,"94.3880680445"      ,"10.9862864413"  ,"1.36020464936"  ,"11.1684045527" ,1063                 ,"229.764159703"      ,"6728.43082637"
1       ,33669             ,29327              ,883             ,"128.414854027"      ,"23.9196306635"      ,"6.5562550178"   ,"0.339522140564" ,"12.2922053818" ,228                  ,"72.7792207792"      ,"3492.19480519"      ,224146            ,272                ,6190            ,"56.7252801893"      ,"11.8540570388"      ,"0.100503358535" ,"0.100503358535" ,"5.7829787543"  ,211                  ,"54.9252336449"      ,"7211.6635514"
1       ,132100            ,56571              ,1780            ,"388.210787203"      ,"13.7901207488"      ,"25.9219139652"  ,"0.341936471695" ,"17.5938470236" ,804                  ,"271.116707617"      ,"12786.2518428"      ,565               ,613                ,34              ,"11.7772063978"      ,"1.05048611556"      ,"5.64456209071"  ,"1.86650540826"  ,"5.86544509252" ,34                   ,"76.5"               ,"2505.85294118"
0       ,108768            ,57                 ,62              ,"0.762978430716"     ,"0.306073458935"     ,"3.61193964869"  ,"3.37050653553"  ,"10.6005015388" ,3                    ,"7.33333333333"      ,"1022.33333333"      ,3638              ,3341               ,85              ,"2.79357720107"      ,"1.40270262958"      ,"2.59408926769"  ,"0.598150193501" ,"3.80214341589" ,11                   ,"9.41666666667"      ,"489.083333333"
0       ,20542             ,635                ,142             ,"10.99055651"        ,"1.45465674427"      ,"1.09579702847"  ,"0.598150193501" ,"2.07771803393" ,40                   ,"35.4523809524"      ,"2758.52380952"      ,322682            ,37601              ,22232           ,"176.533715916"      ,"42.3302213798"      ,"6.84922722869"  ,"1.3450733981"   ,"4.35986544828" ,696                  ,"234.338068182"      ,"7168.46448864"
0       ,4189              ,2094               ,187             ,"6.69736553572"      ,"1.42567842413"      ,"4.48360723968"  ,"1.33295457456"  ,"3.77355341475" ,29                   ,"79.2068965517"      ,"2846.79310345"      ,16978             ,6715               ,451             ,"0.332423043719"     ,"0.100503358535"     ,"0.100503358535" ,"0.100503358535" ,"3.34299851074" ,1                    ,"130.0"              ,"2874.0"
1       ,5342840           ,33401              ,19715           ,"173636.23895"       ,"52349.6742074"      ,"11.408839373"   ,"1.65290020303"  ,"13.4852657683" ,213718               ,"5.34820264309"      ,"1230.51278079"      ,1043              ,974                ,31              ,"0.100503358535"     ,"0.100503358535"     ,"1.13426952429"  ,"0.100503358535" ,"1.63734934712" ,0                    ,"0.0"                ,"0.0"
1       ,508213            ,554                ,16338           ,"3619.31076978"      ,"878.310233803"      ,"7.82867570173"  ,"2.26757425945"  ,"23.6213238573" ,12453                ,"47.6179080824"      ,"2314.93335975"      ,750               ,997                ,29              ,"2.29246451263"      ,"0.312365990981"     ,"5.135357861"    ,"2.03245873951"  ,"4.4231557936"  ,11                   ,"192.363636364"      ,"3855.72727273"
